business_product_id;product_type;parent_product_ids;name;name_or_number;discriminator;street;house_number;box_number;postal_code;city_name;lat;long;x;y;promotional_region;changed_time;last_status_change_date;phone1;phone2;phone3;email;website;status;comfort_class;number_of_units;maximum_capacity;normal_capacity;tent_capacity;number_of_short_term_camping_spots;number_of_touristic_camping_spots;number_of_camper_stands;number_of_camping_spots;number_of_residence_units;number_of_long_term_camping_spots;number_of_residence_units_for_rental;number_of_hikers_huts;iconic_cycling_route_label
300051;BASE;;Ambassador Suites Leuven 102;;GENERIC_ROOMS;SINT-MAARTENSTRAAT;12D;102;3000;Leuven;50.8810015;4.706159;173834.759468186;174509.169703188;kunststadLeuven;16/01/2026 04:24:53;18/12/2017 23:30:53;;;;;;ACKNOWLEDGED;;1;3;;;;;;;;;;;
300052;BASE;;Ambassador Suites Leuven 103;;GENERIC_ROOMS;SINT-MAARTENSTRAAT;12D;103;3000;Leuven;50.8810015;4.706159;173834.759468186;174509.169703188;kunststadLeuven;16/01/2026 04:24:53;18/12/2017 23:36:27;;;;;;ACKNOWLEDGED;;1;5;;;;;;;;;;;
302412;BASE;;Ambassador Suites Leuven 104;;GENERIC_ROOMS;SINT-MAARTENSTRAAT;12D;104;3000;Leuven;50.8810015;4.706159;173834.759468186;174509.169703188;kunststadLeuven;16/01/2026 04:45:38;18/12/2017 23:06:05;;;;;;ACKNOWLEDGED;;1;7;;;;;;;;;;;
300053;BASE;;Ambassador Suites Leuven 201;;GENERIC_ROOMS;SINT-MAARTENSTRAAT;12D;201;3000;Leuven;50.8810015;4.706159;173834.759468186;174509.169703188;kunststadLeuven;16/01/2026 04:24:54;18/12/2017 23:43:34;;;;;;ACKNOWLEDGED;;1;3;;;;;;;;;;;
300054;BASE;;Ambassador Suites Leuven 202;;GENERIC_ROOMS;SINT-MAARTENSTRAAT;12D;202;3000;Leuven;50.8810015;4.706159;173834.759468186;174509.169703188;kunststadLeuven;16/01/2026 04:24:55;18/12/2017 23:48:26;;;;;;ACKNOWLEDGED;;1;3;;;;;;;;;;;
300055;BASE;;Ambassador Suites Leuven 203;;GENERIC_ROOMS;SINT-MAARTENSTRAAT;12D;203;3000;Leuven;50.8810015;4.706159;173834.759468186;174509.169703188;kunststadLeuven;16/01/2026 04:24:55;18/12/2017 23:59:13;;;;;;ACKNOWLEDGED;;1;3;;;;;;;;;;;
300060;BASE;;Ambassador Suites Leuven 204;;GENERIC_ROOMS;SINT-MAARTENSTRAAT;12D;204;3000;Leuven;50.8810015;4.706159;173834.759468186;174509.169703188;kunststadLeuven;16/01/2026 04:24:58;19/12/2017 00:03:32;;;;;;ACKNOWLEDGED;;1;5;;;;;;;;;;;
300056;BASE;;Ambassador Suites Leuven 301;;GENERIC_ROOMS;SINT-MAARTENSTRAAT;12D;301;3000;Leuven;50.8810015;4.706159;173834.759468186;174509.169703188;kunststadLeuven;16/01/2026 04:24:56;19/12/2017 00:08:01;;;;;;ACKNOWLEDGED;;1;3;;;;;;;;;;;
300057;BASE;;Ambassador Suites Leuven 302;;GENERIC_ROOMS;SINT-MAARTENSTRAAT;12D;302;3000;Leuven;50.8810015;4.706159;173834.759468186;174509.169703188;kunststadLeuven;16/01/2026 04:24:56;19/12/2017 00:13:14;;;;;;ACKNOWLEDGED;;1;3;;;;;;;;;;;
211075;BASE;;Ambassador Suites Leuven 303;;GENERIC_ROOMS;Sint-Maartenstraat;12D;303;3000;Leuven;50.8810015;4.706159;173834.759468186;174509.169703188;kunststadLeuven;16/01/2026 04:15:50;19/12/2017 00:17:08;+3213296215;+32476050500;;sales@be-housing.be;https://www.be-housing.be/;ACKNOWLEDGED;;1;3;;;;;;;;;;;
298717;BASE;;Ambassador Suites Leuven 304;;GENERIC_ROOMS;Sint-Maartenstraat;12D;304;3000;Leuven;50.88108067443116;4.706851443145147;173793.4;174578.46;kunststadLeuven;16/01/2026 04:15:50;18/12/2017 23:11:52;+3213296215;+32476050500;;sales@be-housing.be;https://www.be-housing.be/;ACKNOWLEDGED;;1;5;;;;;;;;;;;
302913;BASE;;Ambassador Suites Leuven 401;;GENERIC_ROOMS;Sint-Maartenstraat;12D;401;3000;Leuven;50.8810015;4.706159;173834.759468186;174509.169703188;kunststadLeuven;16/01/2026 04:49:16;19/12/2017 00:26:39;;;;gc@coenen.be;;ACKNOWLEDGED;;1;3;;;;;;;;;;;
300058;BASE;;Ambassador Suites Leuven 402;;GENERIC_ROOMS;SINT-MAARTENSTRAAT;12D;402;3000;Leuven;50.8810015;4.706159;173834.759468186;174509.169703188;kunststadLeuven;16/01/2026 04:24:57;19/12/2017 00:25:12;;;;;;ACKNOWLEDGED;;1;3;;;;;;;;;;;
276919;BASE;;Ambassador Suites Leuven 403;;GENERIC_ROOMS;Sint-Maartenstraat;12D;403;3000;Leuven;50.8810015;4.706159;173834.759468186;174509.169703188;kunststadLeuven;16/01/2026 04:15:50;19/12/2017 00:30:26;+32476050500;+3213296215;;sales@be-housing.be;https://www.be-housing.be/;ACKNOWLEDGED;;1;3;;;;;;;;;;;
298716;BASE;;Ambassador Suites Leuven 404;;GENERIC_ROOMS;Sint-Maartenstraat;12D;404;3000;Leuven;50.8810015;4.706159;173834.759468186;174509.169703188;kunststadLeuven;16/01/2026 04:15:50;19/12/2017 00:33:58;+3213296215;+32476050500;;sales@be-housing.be;https://www.be-housing.be/;ACKNOWLEDGED;;1;5;;;;;;;;;;;
410618;BASE;;Angela Mitrik;Huis;HOLIDAY_COTTAGE;dijledrijf ;62;;3010;Kessel-Lo;;;;;kunststadLeuven;15/01/2026 23:15:51;15/09/2025 10:33:52;+32485263084;;;mitrik.ann@gmail.com;https://fr.airbnb.be/rooms/1107389200073272445?search_mode=regular_search&adults=1&check_in=2025-10-12&check_out=2025-10-17&children=0&infants=0&pets=0&source_impression_id=p3_1757932105_P3N0P6Ln-uo3HOrB&previous_page_section_name=1000&federated_search_id=5bffa304-0511-464a-acfe-80699d1a662d;NOTIFIED;;1;4;;;;;;;;;;;
410852;BASE;;Apollo ;Design studio met terras ;GENERIC_ROOMS;BRUSSELSESTRAAT;278A;302;3000;Leuven;50.882207;4.687234;172412.13757391163;174697.65916014463;kunststadLeuven;10/04/2026 13:35:01;04/10/2025 12:25:02;;;;paul.heymans2@icloud.com;;NOTIFIED;;1;1;;;;;;;;;;;
410853;BASE;;Apollo ;Design studio with terrace;GENERIC_ROOMS;BRUSSELSESTRAAT;278A;302;3000;Leuven;50.882207;4.687234;172412.13757391163;174697.65916014463;kunststadLeuven;10/04/2026 13:35:02;04/10/2025 12:36:02;;;;;;NOTIFIED;;1;1;;;;;;;;;;;
403058;BASE;;Art Studio Leuven;;GENERIC_ROOMS;NAAMSESTRAAT;151;;3000;Leuven;50.870379;4.699317;173268.32118263716;173385.6382643329;kunststadLeuven;15/01/2026 21:24:25;16/10/2024 10:59:06;+32475343120;;;jan@jan-samyn.art;;ACKNOWLEDGED;;1;10;;;;;;;;;;;
395852;BASE;;Auberge des Chevaliers ;Auberge des Chevaliers;GENERIC_ROOMS;RIDDERSSTRAAT;225;;3000;Leuven;50.8865509033;4.6941366196;172895.7620841266;175182.9924856471;kunststadLeuven;15/01/2026 22:22:01;17/09/2024 12:06:05;0032494237743;;;wout.decoster@gmail.com;;NOTIFIED;;2;3;;;;;;;;;;;
346109;BASE;;B&B Daya;;BED_AND_BREAKFAST;Oude Diestsesteenweg;1;;3010;Kessel-Lo;50.88341879216892;4.717450649188497;174538.08;174842.01;kunststadLeuven;16/01/2026 01:15:29;12/09/2023 09:59:33;+32486038134;;;rtchiah@hotmail.com;https://www.daya.be/;NOTIFIED;;4;8;;;;;;;;;;;
211058;BASE;;B&B LODGING AT 8;;BED_AND_BREAKFAST;WELDADIGHEIDSSTRAAT;8;;3000;Leuven;50.86927928119526;4.705954463598004;173736.25;173265.38;kunststadLeuven;06/03/2025 15:59:20;19/03/2019 07:47:41;016844490;0;+32475937221;info@lodgingat8.be;http://www.lodgingat8.be/;ACKNOWLEDGED;THREE_STARS;3;7;;;;;;;;;;;
324941;BASE;;B&B Vaartstraat Leuven;;BED_AND_BREAKFAST;VAARTSTRAAT;77;;3000;Leuven;50.883588614582926;4.700833421764898;173368.64;174855.53;kunststadLeuven;16/01/2026 04:52:58;13/09/2020 10:03:34;0495415034;;;lutgart.overbergh@kuleuven.be;;NOTIFIED;;2;6;;;;;;;;;;;
379030;BASE;;Bed & Breakfast & Bert;;BED_AND_BREAKFAST;Holsbeeksesteenweg;117;;3010;Kessel-Lo;50.89716;4.731633;175528.41755680923;176375.42939997837;kunststadLeuven;28/01/2026 10:43:02;22/10/2018 20:04:24;+32475590923;;;leen_vanbarel@hotmail.com;https://www.bedandbreakfastandbert.be/;ACKNOWLEDGED;;1;3;;;;;;;;;;;
211048;BASE;;Begijnhof Hotel;Begijnhof Hotel;HOTEL;TERVUURSEVEST;70;;3000;Leuven;50.871006012;4.6954483986;172995.70388057432;173454.17737449612;kunststadLeuven;12/05/2026 17:56:03;12/05/2026 15:54:43;+3216291010;;;info@bchotel.be;https://www.bchotel.be/;ACKNOWLEDGED;FOUR_STARS;73;150;;;;;;;;;;;
410970;BASE;;Beulen;;GENERIC_ROOMS;GEMEENTESTRAAT;150;;3010;Kessel-Lo;50.888532;4.725113;175074.36283540656;175413.41457526665;kunststadLeuven;24/04/2026 08:38:01;16/10/2025 10:40:26;0479570383;;;jan@foliegrafie.be;;NOTIFIED;;2;4;;;;;;;;;;;
409710;BASE;;Big studio close to Leuven;;GENERIC_ROOMS;SCHOOLBERGENSTRAAT;52;;3010;Kessel-Lo;50.897249;4.734939;175760.9433364992;176386.475634085;kunststadLeuven;17/03/2026 10:51:03;17/03/2026 09:48:56;+32497204797;;;marievandewege@hotmail.com;https://www.airbnb.be/rooms/846162;ACKNOWLEDGED;;1;2;;;;;;;;;;;
409746;BASE;;Bij Marie, Jenske & Django;;BED_AND_BREAKFAST;HENRICUS WITTEBOLSSTRAAT;9;;3018;Wijgmaal;50.926538;4.701634;173403.29942230834;179633.5604103841;kunststadLeuven;15/01/2026 23:51:15;09/07/2025 13:39:19;0495287754;;;marie.feyaerts@gmail.com;https://www.airbnb.be/?sem_brand_erf=true&gclsrc=aw.ds&&c=.pi0.pk20881452852_162760289688&ghost=true&gad_source=1&gad_campaignid=20881452852&gclid=CjwKCAjwprjDBhBTEiwA1m1d0sn_R-ocCFONLoDLcR9gAGd1kVD3NPW1BIAkGfZfysGd6X33wbk-SRoC2wgQAvD_BwE;NOTIFIED;;2;4;;;;;;;;;;;
394749;BASE;;Bloom;;GENERIC_ROOMS;RIDDERSSTRAAT;203;;3000;Leuven;50.88625399667377;4.693525172759809;172853.06;175149.75;kunststadLeuven;15/01/2026 22:57:13;17/11/2022 06:06:50;;;;;;ACKNOWLEDGED;;1;2;;;;;;;;;;;
261434;BASE;;Boardhousing;;GENERIC_ROOMS;Lodewijk Engelbertus Van Arenbergplein;1;;3001;Heverlee;50.86361;4.695135;172977.27472611732;172631.3463456193;kunststadLeuven;16/01/2026 03:51:40;01/03/2023 23:00:00;;;;admin@boardhouse.be;http://www.boardhouse.be/;ACKNOWLEDGED;;14;28;;;;;;;;;;;
413533;BASE;;Borchpoorte;Borchpoorte ;GENERIC_ROOMS;MECHELSEVEST;104;2;3000;Leuven;50.888558;4.692346;172768.78761557981;175405.71081522293;kunststadLeuven;17/03/2026 13:23:01;17/03/2026 13:21:00;+32475721043;;;vandekelderstefaan@gmail.com;http://www.airbnb.com/hosting;NOTIFIED;;1;3;;;;;;;;;;;
400582;BASE;;Bosbis;;HOLIDAY_COTTAGE;SMOKKELWEG;37;;3010;Kessel-Lo;50.907899;4.743745;176374.43429912324;177574.2943867715;kunststadLeuven;15/01/2026 22:13:14;06/02/2024 12:06:36;+32495759904;;;lucy.dewit@telenet.be;;ACKNOWLEDGED;;1;2;;;;;;;;;;;
411843;BASE;;Brahim nabi;Appart 2 rooms ;HOLIDAY_COTTAGE;VANDEN TYMPLESTRAAT;39;401;3000;Leuven;50.882897;4.711016;174085.36579141457;174781.89019297343;kunststadLeuven;15/01/2026 23:53:45;09/12/2025 10:20:40;+32484174982;;;brahymnabiz@gmail.com;;NOTIFIED;;1;4;;;;;;;;;;;
413838;BASE;;Briefstreet - Louvain;;HOLIDAY_COTTAGE;KORTESTRAAT;7;;3000;Leuven;50.8788719177;4.7003002167;173333.29465283515;174330.70331372693;kunststadLeuven;29/05/2026 14:05:01;06/04/2026 09:16:20;+32475644421;;;lievemoonen@skynet.be;;NOTIFIED;;1;2;;;;;;;;;;;
413839;BASE;;Briefstreet - Louvain;;GENERIC_ROOMS;KORTESTRAAT;7;;3000;Leuven;50.8788719177;4.7003002167;173333.29465283515;174330.70331372693;kunststadLeuven;06/04/2026 09:18:01;06/04/2026 09:16:32;+32475644421;;;lievemoonen@skynet.be;;NOTIFIED;;1;2;;;;;;;;;;;
378846;BASE;;Bright studio with coffee & vinyl in city centre;;GENERIC_ROOMS;Pieter Coutereelstraat;43;;3000;Leuven;50.882318597293356;4.694939251700719;172954.49;174712.41;kunststadLeuven;16/01/2026 02:32:38;28/11/2018 19:05:28;;;;;https://www.airbnb.be/rooms/18892725;NOTIFIED;;1;4;;;;;;;;;;;
298700;BASE;;Budget Flats Leuven;Budget Flats Leuven 126;GENERIC_ROOMS;BIERBEEKSTRAAT;75;126;3001;Heverlee;50.8717;4.716866;174502.89562319932;173538.25296898745;kunststadLeuven;16/01/2026 04:17:59;20/12/2017 07:53:03;+3213296215;+32476050500;;sales@be.housing.be;https://www.be-housing.be/;ACKNOWLEDGED;;1;2;;;;;;;;;;;
298701;BASE;;Budget Flats Leuven;Budget Flats Leuven 119;HOLIDAY_COTTAGE;BIERBEEKSTRAAT;75;119;3001;Heverlee;50.8717;4.716866;174502.89562319932;173538.25296898745;kunststadLeuven;16/01/2026 04:17:59;28/11/2017 08:36:43;+3213296215;+32476050500;;sales@be.housing.be;https://www.be-housing.be/;ACKNOWLEDGED;;1;3;;;;;;;;;;;
298702;BASE;;Budget Flats Leuven;Budget Flats Leuven 129;GENERIC_ROOMS;BIERBEEKSTRAAT;75;129;3001;Heverlee;50.8717;4.716866;174502.89562319932;173538.25296898745;kunststadLeuven;16/01/2026 04:17:59;20/12/2017 08:13:50;+32476050500;+3213296215;;sales@be.housing.be;https://www.be-housing.be/;ACKNOWLEDGED;;1;3;;;;;;;;;;;
298703;BASE;;Budget Flats Leuven;Budget Flats Leuven 108;HOLIDAY_COTTAGE;Bierbeekstraat ;75;108;3001;Heverlee;50.8718669;4.7168457;174591.633109961;173496.488358145;kunststadLeuven;16/01/2026 04:17:59;19/12/2017 23:01:25;+3213296215;+32476050500;;sales@be.housing.be;http://www.be-housing.be/;ACKNOWLEDGED;;1;2;;;;;;;;;;;
298704;BASE;;Budget Flats Leuven;Budget Flats Leuven 111;GENERIC_ROOMS;Bierbeekstraat ;75;111;3001;Heverlee;50.8718669;4.7168457;174591.633109961;173496.488358145;kunststadLeuven;16/01/2026 04:17:59;19/12/2017 23:15:07;+3213296215;+32476050500;;sales@be.housing.be;https://www.be-housing.be/;ACKNOWLEDGED;;1;2;;;;;;;;;;;
298705;BASE;;Budget Flats Leuven;Budget Flats Leuven 112;HOLIDAY_COTTAGE;Bierbeekstraat ;75;112;3001;Heverlee;50.8718669;4.7168457;174591.633109961;173496.488358145;kunststadLeuven;16/01/2026 04:17:59;19/12/2017 23:17:54;+3213296215;+32476050500;;sales@be.housing.be;https://www.be-housing.be/;ACKNOWLEDGED;;1;2;;;;;;;;;;;
298706;BASE;;Budget Flats Leuven;Budget Flats Leuven 135;GENERIC_ROOMS;BIERBEEKSTRAAT;75;135;3001;Heverlee;50.8717;4.716866;174502.89562319932;173538.25296898745;kunststadLeuven;16/01/2026 04:17:59;20/12/2017 08:56:43;+3213296215;+32476050500;;sales@be.housing.be;https://www.be-housing.be/;ACKNOWLEDGED;;1;3;;;;;;;;;;;
298707;BASE;;Budget Flats Leuven;Budget Flats Leuven 006;GENERIC_ROOMS;bierbeekstraat ;75;006;3001;Heverlee;50.8718669;4.7168457;174591.633109961;173496.488358145;kunststadLeuven;16/01/2026 04:17:59;19/12/2017 10:31:36;+32476050500;+3213296215;;sales@be.housing.be;https://www.be-housing.be/;ACKNOWLEDGED;;1;2;;;;;;;;;;;
298708;BASE;;Budget Flats Leuven;Budget Flats Leuven 007;GENERIC_ROOMS;bierbeekstraat ;75;007;3001;Heverlee;50.8718669;4.7168457;174591.633109961;173496.488358145;kunststadLeuven;16/01/2026 04:17:59;19/12/2017 10:34:50;+32475290985;;;gc@coenen.be;;ACKNOWLEDGED;;1;2;;;;;;;;;;;
298709;BASE;;Budget Flats Leuven;Budget Flats Leuven 008;HOLIDAY_COTTAGE;BIERBEEKSTRAAT;75;008;3001;Heverlee;50.8717;4.716866;174502.89562319932;173538.25296898745;kunststadLeuven;16/01/2026 04:17:59;23/11/2017 22:37:27;+32475290985;;;gc@coenen.be;https://www.be-housing.be/nl/b/budget-flats-leuven;ACKNOWLEDGED;;1;3;;;;;;;;;;;
298710;BASE;;Budget Flats Leuven;Budget Flats Leuven 127;GENERIC_ROOMS;Bierbeekstraat;75;127;3001;Heverlee;50.8717;4.716866;174502.89562319932;173538.25296898745;kunststadLeuven;16/01/2026 04:17:59;20/12/2017 07:57:45;+32475290985;;;gc@coenen.be;;ACKNOWLEDGED;;1;2;;;;;;;;;;;
298711;BASE;;Budget Flats Leuven;Budget Flats Leuven 109;HOLIDAY_COTTAGE;BIERBEEKSTRAAT;75;109;3001;Heverlee;50.8717;4.716866;174502.89562319932;173538.25296898745;kunststadLeuven;16/01/2026 04:17:59;19/12/2017 23:06:53;+32475290985;;;gc@coenen.be;;ACKNOWLEDGED;;1;2;;;;;;;;;;;
298712;BASE;;Budget Flats Leuven;Budget Flats Leuven 110;GENERIC_ROOMS;BIERBEEKSTRAAT;75;110;3001;Heverlee;50.8717;4.716866;174502.89562319932;173538.25296898745;kunststadLeuven;16/01/2026 04:17:59;19/12/2017 23:11:54;+32475290985;;;gc@coenen.be;;ACKNOWLEDGED;;1;2;;;;;;;;;;;
298713;BASE;;Budget Flats Leuven;Budget Flats Leuven 038;HOLIDAY_COTTAGE;BIERBEEKSTRAAT;75;038;3001;Heverlee;50.8717;4.716866;174502.89562319932;173538.25296898745;kunststadLeuven;16/01/2026 04:17:59;28/11/2017 07:58:27;+32475290985;;;gc@coenen.be;https://www.be-housing.be/nl/b/budget-flats-leuven;ACKNOWLEDGED;;1;3;;;;;;;;;;;
299135;BASE;;Budget Flats Leuven;Budget Flats Leuven 030;GENERIC_ROOMS;Bierbeekstraat ;75;030;3001;Heverlee;50.8718669;4.7168457;174591.633109961;173496.488358145;kunststadLeuven;16/01/2026 04:17:59;19/12/2017 20:28:50;+3213296215;+32476050500;;sales@be.housing.be;https://www.be-housing.be/;ACKNOWLEDGED;;1;3;;;;;;;;;;;
299136;BASE;;Budget Flats Leuven;Budget Flats Leuven 015;GENERIC_ROOMS;Bierbeekstraat ;75;015;3001;Heverlee;50.8718669;4.7168457;174591.633109961;173496.488358145;kunststadLeuven;16/01/2026 04:17:59;19/12/2017 11:15:40;+3213296215;+32476050500;;sales@be.housing.be;https://www.be-housing.be/;ACKNOWLEDGED;;1;2;;;;;;;;;;;
299137;BASE;;Budget Flats Leuven;Budget Flats Leuven 004;GENERIC_ROOMS;Bierbeekstraat ;75;004;3001;Heverlee;50.8718669;4.7168457;174591.633109961;173496.488358145;kunststadLeuven;16/01/2026 04:17:59;19/12/2017 10:22:59;+3213296215;+32476050500;;sales@be.housing.be;https://www.be-housing.be/;ACKNOWLEDGED;;1;2;;;;;;;;;;;
299138;BASE;;Budget Flats Leuven;Budget Flats Leuven 002;GENERIC_ROOMS;Bierbeekstraat ;75;002;3001;Heverlee;50.8718669;4.7168457;174591.633109961;173496.488358145;kunststadLeuven;16/01/2026 04:17:59;19/12/2017 10:09:22;+3213296215;+32476050500;;sales@be.housing.be;https://www.be-housing.be/;ACKNOWLEDGED;;1;2;;;;;;;;;;;
300061;BASE;;Budget Flats Leuven;Budget Flats Leuven 137;GENERIC_ROOMS;BIERBEEKSTRAAT;75;137;3001;Heverlee;50.8717;4.716866;174502.89562319932;173538.25296898745;kunststadLeuven;16/01/2026 04:24:59;20/12/2017 09:15:04;;;;;;ACKNOWLEDGED;;1;3;;;;;;;;;;;
300062;BASE;;Budget Flats Leuven;Budget Flats Leuven 009;HOLIDAY_COTTAGE;BIERBEEKSTRAAT;75;009;3001;Heverlee;50.8717;4.716866;174502.89562319932;173538.25296898745;kunststadLeuven;16/01/2026 04:24:59;23/11/2017 22:42:24;;;;;https://www.be-housing.be/nl/b/budget-flats-leuven;ACKNOWLEDGED;;1;3;;;;;;;;;;;
300063;BASE;;Budget Flats Leuven;Budget Flats Leuven 010;HOLIDAY_COTTAGE;BIERBEEKSTRAAT;75;010;3001;Heverlee;50.8717;4.716866;174502.89562319932;173538.25296898745;kunststadLeuven;16/01/2026 04:25:00;19/12/2017 10:40:10;;;;;;ACKNOWLEDGED;;1;2;;;;;;;;;;;
300064;BASE;;Budget Flats Leuven;Budget Flats Leuven 011;HOLIDAY_COTTAGE;BIERBEEKSTRAAT;75;011;3001;Heverlee;50.8717;4.716866;174502.89562319932;173538.25296898745;kunststadLeuven;16/01/2026 04:25:01;19/12/2017 10:54:09;;;;;https://www.be-housing.be/nl/b/budget-flats-leuven;ACKNOWLEDGED;;1;3;;;;;;;;;;;
300065;BASE;;Budget Flats Leuven;Budget Flats Leuven 012;HOLIDAY_COTTAGE;BIERBEEKSTRAAT;75;012;3001;Heverlee;50.8717;4.716866;174502.89562319932;173538.25296898745;kunststadLeuven;16/01/2026 04:25:01;19/12/2017 10:56:14;;;;;https://www.be-housing.be/nl/b/budget-flats-leuven;ACKNOWLEDGED;;1;3;;;;;;;;;;;
300066;BASE;;Budget Flats Leuven;Budget Flats Leuven 018;HOLIDAY_COTTAGE;BIERBEEKSTRAAT;75;018;3001;Heverlee;50.8717;4.716866;174502.89562319932;173538.25296898745;kunststadLeuven;16/01/2026 04:25:02;19/12/2017 10:47:23;;;;;https://www.be-housing.be/nl/b/budget-flats-leuven;ACKNOWLEDGED;;1;3;;;;;;;;;;;
300067;BASE;;Budget Flats Leuven;Budget Flats Leuven 019;HOLIDAY_COTTAGE;BIERBEEKSTRAAT;75;019;3001;Heverlee;50.8717;4.716866;174502.89562319932;173538.25296898745;kunststadLeuven;16/01/2026 04:25:03;28/11/2017 07:19:35;+32475290985;;;;https://www.be-housing.be/nl/b/budget-flats-leuven;ACKNOWLEDGED;;1;3;;;;;;;;;;;
300068;BASE;;Budget Flats Leuven;Budget Flats Leuven 020;HOLIDAY_COTTAGE;BIERBEEKSTRAAT;75;020;3001;Heverlee;50.8717;4.716866;174502.89562319932;173538.25296898745;kunststadLeuven;16/01/2026 04:25:03;28/11/2017 07:26:18;;;;;https://www.be-housing.be/nl/b/budget-flats-leuven;ACKNOWLEDGED;;1;3;;;;;;;;;;;
300069;BASE;;Budget Flats Leuven;Budget Flats Leuven 021;HOLIDAY_COTTAGE;BIERBEEKSTRAAT;75;021;3001;Heverlee;50.8717;4.716866;174502.89562319932;173538.25296898745;kunststadLeuven;16/01/2026 04:25:04;28/11/2017 07:31:56;;;;;https://www.be-housing.be/nl/b/budget-flats-leuven;ACKNOWLEDGED;;1;3;;;;;;;;;;;
